metric,method,build_s,idx_size,recall,qps,avg_ms
cosine,"tqhnsw (m=16,ef_construction=64,ef_search=40,rerank=100) [8bit]",1595.7538364659995,3589.2 MB,0.9025,28.922874272780966,34.57471033371985
cosine,"tqhnsw (m=16,ef_construction=64,ef_search=40,rerank=200) [8bit]",1595.7538364659995,3589.2 MB,0.9025,131.91921563018894,7.580396799836308
cosine,"tqhnsw (m=16,ef_construction=64,ef_search=100,rerank=100) [8bit]",1595.7538364659995,3589.2 MB,0.9512,41.96114019106345,23.831573580857366
cosine,"tqhnsw (m=16,ef_construction=64,ef_search=100,rerank=200) [8bit]",1595.7538364659995,3589.2 MB,0.9512,89.62827106547833,11.15719390893355
cosine,"tqhnsw (m=16,ef_construction=64,ef_search=200,rerank=100) [8bit]",1595.7538364659995,3589.2 MB,0.9732,55.44952695424881,18.03441895591095
cosine,"tqhnsw (m=16,ef_construction=64,ef_search=200,rerank=200) [8bit]",1595.7538364659995,3589.2 MB,0.9732,24.402892621851414,40.9787485236302
cosine,"hnsw (m=32,ef_construction=128,ef_search=100)",2145.338939287234,17946.1 MB,0.9837,52.55957234145001,19.026029997039586
cosine,"ivfflat (lists=2143,probes=214)",434.528474716004,17958.5 MB,0.9858,1.3491555796606196,741.2043615099974
