metric,method,build_s,idx_size,recall,qps,avg_ms
cosine,"tqflat (bits=4,rerank=200)",75.04831208299998,178.1 MB,1.0,1.5803760907903937,632.7607750000002
cosine,"hnsw (m=16,ef_search=100)",247.11520941699996,1320.9 MB,0.699,137.04235807711208,7.297013959999958
