metric,method,build_s,idx_size,recall,qps,avg_ms
l2,"tqflat (bits=4,rerank=200)",32.285387,104.3 MB,0.9835,2.8195562241600554,354.6657418750001
l2,"hnsw (m=16,ef_search=100)",124.15487645900001,782.1 MB,0.9875,205.67581265492993,4.8620204150000745
