metric,method,build_s,idx_size,recall,qps,avg_ms
l2,exact (seqscan),0.0,—,1.0,1078.349505206069,0.9273431250000003
l2,"tqflat (bits=4,rerank=200) [8bit] [fast,noqjl]",0.017888000000000126,264.0 KB,1.0,1590.6591152140015,0.6286702099999997
l2,"tqivf (lists=70,probes=70,rerank=200) [8bit]",0.11360916700000012,1.1 MB,1.0,1528.2302251937413,0.6543516699999996
